title,date_posted,location,description,detail_url,country,state,city,source,company_name,Min Salary,Max Salary,Average Salary
Technical Operations Manager,2021-05-25T21:06:04.953391,Remote,"5+ years of technical program management experience working directly with software engineering teams
Experience managing cross-functional programs and release schedules
Experience building and evaluating system-level technical design
Experience developing and executing/delivering product and technical roadmaps
5+ years working in a production environment
Create and cultivate a positive work environment with co-workers and clients alike. Come daily with a positive, constructive, growth mindset.
Must exhibit a calm demeanor and flexibility during fast paced and high-pressure situations
Aware of current trends, production equipment and tools
Excellent communication skills
A knack for troubleshooting and problem solving
Knowledge of streaming technology and platforms
Technical Operations Manager who has experience in Live sports production and technology! This role has responsibilities on the technical side as well as the project management side. You’ll work closely with Technical Operations and Live Operations teams on end-to-end production, content delivery, and live event production strategy and execution.

Responsibilities:
Oversee Live Events technical operations
Focus on all live sports properties
Extensive internal stakeholder management, timeline, and deliverables management
Help create and build out process documentation
Create and maintain technical workflow documentation
Creation of best practice and tips and tricks documentation
Bonus if You Have
Audio/Video engineering experience
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, visit https://www.amazon.jobs/en/disability/us

The pay range for this position in Colorado is $222300 - 297900[yr]; however, base pay offered may vary depending on job-related knowledge, skills, and experience. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Colorado Equal Pay Act. Base pay information is based on market location. Applicants should apply via Amazon's internal or external careers site.",https://www.indeed.com/rc/clk?jk=602e04a65f8653f1&fccid=fe2d21eef233e94a&vjs=3,United States,,,indeed.com,Amazon.com Services LLC,222300.0,222300.0,222300.0
Optimization Engineer,2021-06-14T21:06:05.054611,"Seattle, WA","5+ years in a hands on software development role in C++
2+ years of memory, frame rate, or load time optimization experience
1+ launched software products
Bachelor’s degree in a Computer Science or related field, or equivalent experience
JOIN AMAZON GAME STUDIOS AND HELP SHAPE THE FUTURE OF GAMES!

Amazon Game Studios is seeking an exceptionally skilled and enthusiastic Optimization Engineer to join our team either in Seattle, WA or remotely. In addition to implementing game systems, you will help optimize memory, frame rate, and load times on an exciting new mobile game and future mobile games.

The ideal candidate has a proven track record of delivering robust and scalable engineering solutions and optimizing existing systems to run faster and in less memory. You have deep technical knowledge of game engines especially around their usual performance bottlenecks. You are skilled with profile guided optimization and are comfortable owning optimization efforts from start to finish. You possess strong critical thinking and communication skills. You are driven to make the best games in the industry on a highly collaborative, multidisciplinary team of designers, artists, and engineers.

Responsibilities:
Dive deep to understand and optimize memory, frame rate, and load time issues in a mobile game client
Design and implement robust systems and tools to deliver quality gameplay experiences
Collaborate with a multi-disciplinary team to create engaging games that will delight our players
Amazon Games applies the principles of Amazonian culture to the world of game design. We have a diverse team of talented, creative people pairing their love of making games with the unique strengths that come with being part of Amazon. Across all of our teams and locations, we are united by a common purpose: to share great gaming experiences with customers around the world. We believe in a future where everyone is a gamer and everyone can create, compete, collaborate and connect through games, and we are looking for the right people to help us build that future. With the power of Twitch and AWS at your fingertips, you will have the chance to innovate in gameplay, creativity, marketing, and technology, while working alongside some of the smartest and most creative minds in the industry.

About Us

Inclusive Culture, Work/Life Balance, & Career Growth
Here at AWS, we embrace our differences and are committed to furthering our culture of inclusion. We offer ten employee-led affinity groups with 190 global chapters, innovative benefits, and annual and ongoing learning experiences (including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences). Our team also puts a high value on work-life balance and offers flexible working hours. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. Additionally, our team is dedicated to supporting you with mentorship and pathways for ongoing development. We have a broad mix of experience levels and tenures, and are building an environment that celebrates knowledge sharing and promotes career choice.

7+ years of game development experience with multiple shipped titles
Shipped one or more titles on Unreal 4 and/or in the mobile games space
Experience wearing multiple hats on a small team
Passionate mobile gamer with in-depth domain knowledge
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",https://www.indeed.com/rc/clk?jk=c07edee464898836&fccid=fe2d21eef233e94a&vjs=3,United States,Washington,Seattle,indeed.com,Amazon.com Services LLC,,,
Solutions Architect - Migration Services,2021-05-25T21:06:05.097752,"New York, NY","Experience in software implementation and delivery
Practical knowledge of computer software, hardware and networks
Experience interacting with and presenting to customers or internal teams
Ability to clearly articulate technical concepts to a business audience
2+ years of experience in Solutions Architect or technical advisory role with similar type experience
The AWS Migration Services team is recruiting a Solutions Architect to assist with helping customers plan large scale migrations to the cloud by developing financial assessments that address customer objectives using AWS Migration Evaluator. Migration Evaluator, formerly TSO Logic, delivers accurate data-driven recommendations to right-size and right-cost compute - with more features being developed.

In this role, you will work closely with customers and internal teams to schedule and deliver successful software implementations and ensure top quality results are being presented to AWS customers by articulating assessment results and analyses to customers and internal stakeholders. You will support enabled AWS field teams and AWS Partners as they develop their own assessments using Migration Evaluator. You will work with the customer, AWS account teams, delivery team, AWS Partners, and senior leadership to develop and operate our enablement programs to train AWS field teams and AWS Partner teams to leverage Migration Evaluator. Our service is used by customers, partners, and internal Amazon Web Services teams on a global basis.

Work/Life Balance
Our team puts a focus on balancing life with work, and does this via work autonomy. Our team is mainly focused on supporting customers and this can mean aligning your daily schedule with your meetings, or your personal needs (appointments, etc). Our team is based in Vancouver, Canada with a global presence across multiple countries and time zones so we're flexible with people working from home and we record meetings and minutes/agendas to allow for inclusivity of all time zones and availability.

Mentorship & Career Growth
We’re committed to the growth and development of every member of the Migration Evaluator team. You will have the opportunity to contribute to the culture and direction of the Client Delivery team which will improve the life of all of our teams.

The Migration Evaluator team is a growth environment - we’re hiring and scaling to meet the needs of our customers. You’ll have the opportunity to grow your scope of influence naturally as we scale and will get to help develop others along the way as well.

Inclusive Team Culture
Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and we host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.
Come join a smart, innovative team that’s obsessed with serving its customers and is having fun doing so in a start-up-like environment!

Familiarity with AWS architecture (S3, EC2, etc.) or AWS Certified SA Professional
Familiarity with data center and/or cloud infrastructure management
Familiarity with licensing models and strategies for Windows and SQL, Oracle, Linux
Amazon is committed to a diverse and inclusive workforce. Amazon is an equal opportunity employer and does not discriminate on the basis of race, ethnicity, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us",https://www.indeed.com/rc/clk?jk=9254fb0e333cacbd&fccid=fe2d21eef233e94a&vjs=3,United States,New York,New York,indeed.com,"Amazon Web Services, Inc.",,,
SDE,2021-05-25T21:06:05.095651,Remote,"2+ years of non-internship professional software development experience
Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design
1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.
Amazon’s Operations Technology teams are the technical engines that support Amazon’s mission of being Earth’s most customer-centric company. We build the software and services that touch every Amazon customer globally and innovate solutions for logistics, supply chain optimization, and transportation.

We are looking for engineers with a strong sense of ownership, customer obsession and a passion for delivering creative solutions and driving best experience on an unprecedented scale by dealing with large scale of data in a complicated distributed system. As part of the team, you will be given the chance to have a significant impact on our systems, our business and most importantly, our customers as we take on significant challenges that can reshape the ecommerce industry.

Locations include: Seattle, Tempe, Nashville, NYC, Boston, Vancouver, Toronto, Austin.

Technically sound in software development activities
Experience shipping high quality and super robust software on time
Strong verbal and written communication skills
Experience with distributed systems
Experience building distributes storage offerings
Experience with Linux
Experience with DNS, Load Balance, networking protocols
Experience building scalable infrastructure software
Internet and operating system security fundamentals
Strong sense of ownership, urgency, and drive
Demonstrated ability to achieve stretch goals in a highly innovative and fast paced environment
Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation

We believe passionately that employing a diverse workforce is central to our success and we make recruiting decisions based on your experience and skills. We welcome applications from all members of society irrespective of age, gender, disability, sexual orientation, race, religion or belief.",https://www.indeed.com/rc/clk?jk=d1d90006ad27ee53&fccid=fe2d21eef233e94a&vjs=3,United States,,,indeed.com,Amazon.com Services LLC,,,
Software Development Engineer,2021-05-25T21:06:05.101768,"Denver, CO","2+ years of experience in the job offered or related occupations of Software Development Engineer
Bachelor's degree in Computer Science, Computer or Electrical Engineering, Mathematics, a related field, or equivalent work experience.
Experience developing in at least one of: Java, C++, Python, Ruby
Help us push the availability and reliability of cloud infrastructure to new heights!
AWS Infrastructure is looking for an experienced Software Development Engineer to build next generation data acquisition and monitoring software for our data centers. If you are an experienced software developer interested in defining and delivering new services to help fuel the explosive growth of AWS then this is the job for you.
As a Software Development Engineer working within AWS Infrastructure you will:

·
Develop tools and services to automate data center operations
·
Have end-to-end ownership of projects
·
Work closely with our internal customers
·
Drive operational excellence
·
Have the opportunity to work on full stack of the technology (i.e. UI, middle-tier, back end database)
·
Use available AWS related technology to build innovation solution to challenging problems
·
Our ideal candidate is highly autonomous, has communication skills, sense of ownership, adapts quickly to new technologies, and has career growth potential. The desire and ability to work in a fast paced, collaborative environment is essential. Work hard, have fun, make history!
While the team is based in Denver, we are flexible to work locations in Seattle, Northern Virginia, or a remote work environment for the right candidate.""

Experience with the Linux operating system and user-level tools
Skilled in shell scripting
Experience in Agile/Scrum framework/methodologies
Experience in designing and implementing scalable, reliable, distributed software systems
Understanding of data center mechanical and electrical equipment operation
Experience using AWS services
Understanding of software and system security
Meets/exceeds Amazon’s leadership principles requirements for this role
Meets/exceeds Amazon’s functional/technical depth and complexity for this role
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us

This position starts at $ 114,800 a year. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a range of medical, financial, and/or other benefits, dependent on the position offered.",https://www.indeed.com/rc/clk?jk=2f3617bd76c18087&fccid=fe2d21eef233e94a&vjs=3,United States,Colorado,Denver,indeed.com,"Amazon Data Services, Inc.",,,
System Development Engineer - Amazon Chime POOLING REQ,2021-05-25T21:06:04.284396,"Seattle, WA","BS or Masters in Computer Science & 3+ years of experience
Are you excited by the prospect of solving some of the hardest and most valued technical challenges of cloud computing? Do you want to apply your deep analytical and engineering skills to the space of enterprise collaboration and productivity apps? Come join us at AWS!

The Amazon Web Services’ Productivity Applications team is looking for an engineer to help us build and operate Amazon Chime (https://chime.aws/) - a service that addresses our enterprise customers’ needs. We are specifically looking for leaders who want to build the best customer experiences.

The things we are working on are in response to loud and clear feedback from customers about the daily pain points their workers deal with in collaborating, communicating and sharing documents and information. Leveraging AWS’ scale, reliability, flexibility, and ease of use, we will offer customers an easy to manage and cost effective solution that solves many of these these pain points. We are working hard to define and build an early version of this exciting service and launch it for customers as quickly as possible to get feedback and iterate.

We are looking for a highly effective engineer that can make an immediate difference and help design and deliver systems while maintaining a constant customer focus. You will work with your peers and product management team to tackle hard problems with a growing AWS service.

Preferred locations are Seattle, WA or the Washington, DC area, but we are open to exceptional remote candidates as well.

Experience with SIP, RTP, and other VoIP Concepts
Knowledge of data structures, algorithms, operating systems, and/or distributed systems
Full stack engineer with experience in developing Java, Python, or JavaScript (node.js) applications
Experience with telecom industry problem sets, including Local Number Portability (LNP), SMS, and IMS/Intelligent Network design
Familiar with open source SIP/PSTN stacks
Experience influencing software engineering best practices within your team
Experience writing unit and system level tests using dependency injection frameworks and object mocking.
Ability to take raw product requirements and create architectures and designs to bring them to life
Strong attention to detail
Ability to think creatively and solve problems
Comfortable working in a fast paced, highly collaborative, dynamic work environment
Meets/exceeds Amazon’s leadership principles requirements for this role
Meets/exceeds Amazon’s functional/technical depth and complexity for this role
About Us
Inclusive Team Culture Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance Our team puts a high value on work-life balance. It isn’t about how many hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. We offer flexibility in working hours and encourage you to find your own balance between your work and personal lives.

Mentorship & Career Growth Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. Our senior members enjoy one-on-one mentoring. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded engineer and enable them to take on more complex tasks in the future.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",https://www.indeed.com/rc/clk?jk=89ef4f40b29d446b&fccid=fe2d21eef233e94a&vjs=3,United States,Washington,Seattle,indeed.com,Amazon.com Services LLC,,,
Physical Security Industry Specialist,2021-05-25T21:06:10.854422,Remote,"Basic Qualifications:
5+ years of working in security, hazardous, or emergency situations.
2+ years in a leadership role.
2+ years of experience in security industry standards, policies, and best practices.
2+ years of experience with Crime Prevention through Environmental Design (CPTED)
5+ years of Technical Program Management experience in a related industry, including hands-on management of large, cross-functional software efforts
The Special Programs, Evaluations, and Response (SPEAR) Special Testing Team (STT) responsibilities are to engage in information gathering exercises and use this information to drive change to the security posture of Amazon Web Services (AWS) sites. STT core functions include selecting, assessing and reporting security concerns to leadership and internal customers. By utilizing company-wide resources we constantly enhance AWS security posture through an independent verification process. SPEAR/STT applies appropriate assessment methodologies to evaluate security measures as well as operational risks to our employees, data, and physical assets.

You will be managing tight deadlines, being extremely flexible, driving results, detail orientated, identifying, assessing, planning and coordinating operational activities related to the physical security of AWS and its internal customers. This includes maintaining a high degree of situational awareness in a wide variety of global environments. You can be open to new challenges, extremely good at multi-tasking, innovative, creative, self-directed and a great team player. You will drive continuous process improvement and collaborate effectively with aggressive cross-functional business teams to solve problems and implement new solutions.

You will be required to follow the policies, procedures, and team rules of engagement (ROE) without deviation. You will deal effectively with ambiguity, as well as independent planning, making decisions, and managing operational activities that are extremely fluid. The SPEAR team operates globally 24/7. Must be able to travel 50-75% sometimes with little notice.

You will have the opportunity to be an effective leader, innovate and creative when working to solve problems and demonstrate excellent judgment while under pressure. You will also be able to operate autonomously, use discretion when dealing with sensitive information, and apply sound business principles and data analysis to identify problems and apply appropriate actions.

You must be able to perform strenuous physical activities, must be willing to work in austere environments, and must be able to handle stressful situations.

Our team also puts a high value on work-life balance. Striking a healthy balance between your personal and professional life is crucial to your happiness and success here, which is why we aren’t focused on how many hours you spend at work or online. Instead, we’re happy to offer a flexible schedule so you can have a more productive and well-balanced life—both in and outside of work.

Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded engineer and enable them to take on more complex tasks in the future.

Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and we host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Preferred Qualifications:
Proficiency with MS Office Suite and programs to include Word, PowerPoint, Excel, and Outlook, etc.
Experience managing efforts in Tableau
First-hand working knowledge of current web technologies
Experience with business applications such as Word, Excel and Project
Excellent written and verbal communication skills with ability to concisely and effectively address questions while providing subject matter expertise to management across diverse global sites.
Proven ability to accurately take decisive action based on available information in a timely manner.
Willingness to be active in the training, coaching, and development of the team and external organizations.
Possession of any or all of the following certifications: Certified Protection Professional (CPP), Physical Security Professional (PSP), Certified Business Continuity Professional (CBCP), or Certified Emergency Manager (CEM), etc.
Previous law enforcement, military, investigative, technical, security, Special Operations, Red / Blue / Purple Teaming, penetration testing, or social engineering background highly desired
Strong bias for action and ""get it done"" attitude
The ability to comfortably and confidently present to all levels within the enterprise and to work with both technical and non-technical individuals.
The ability to deal with ambiguity and a changing environment, as well as a rapid work pace.
A proven track record of being detail-oriented with a demonstrated ability to self-motivate and follow through on projects.
Sound business judgment, proven ability to influence others, and strong analytical thinking skills are critical to success in this position
Fluency and comfort with business applications such as Word, Excel and Project.
Project management, Process Improvement or Quality certifications desired.
Strong oral and written communication skills are crucial, as well as ability to scope technical requirements and prioritize
Meets/exceeds Amazon’s leadership principles requirements for this role
Meets/exceeds Amazon’s functional/technical depth and complexity for this role
Amazon is committed to a diverse and inclusive workforce. Amazon is an equal opportunity employer and does not discriminate on the basis of race, ethnicity, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",https://www.indeed.com/rc/clk?jk=93555fc8adf7f5a7&fccid=fe2d21eef233e94a&vjs=3,United States,,,indeed.com,"Amazon Web Services, Inc.",,,
Global Claims Management Senior Program Manager,2021-06-18T21:06:05,Remote,"12+ years of finance experience or a related analytical field.
BA/BS degree.
10+ years of experience in claims or Risk Program Management.
Play a leading role in operational risk improvement at Amazon.com, where we have a history and tradition of leading the world in innovative technologies and services. Amazon is seeking an experienced Global Claims Management Senior Program Manager to support an industry leading claims management team. They will partner with internal and external business partners to develop, improve, and streamline global processes and procedures for the handling, administration and compliance of insured claims that will continue to scale with Amazon’s growth. They will also perform risk assessments to deep dive backup plans and strategies for alternative critical systems.

The position will report to senior management; within the Global Claims Management and team. The role will begin as an individual contributor but is expected to manage a small team over time. Roles and responsibilities may include, but are not limited to, the following:

Roles and Responsibilities
Develop and foster strategic relationships, working collaboratively and in partnership with internal and external stakeholders, including legal, accounting, operations, third-party administrators (TPAs) actuaries and other service providers.
Lead the evaluation and collection of business needs requirements to further automate and/or simplify processes for Workers' Compensation, Auto, Property and Liability support for Amazon.com claims management.
Partner with subsidiaries, lead initiatives to develop IT strategies and integration support for claims multiple management programs.
Lead initiatives which will maintain controllership and robust global operating procedures within Amazon, Whole Foods Market and our support vendors.
Develop a risk assessments process and implement backup plans and strategies for critical systems as needed, and provide guidance for short and long term solutions.
Manage claim related data collection to develop and monitor Amazon’s Total Cost of Risk (TCOR).
Provide guidance to internal teams in support of TPA management claims audits to ensure compliance and accuracy.
Lead and partner with internal teams to conduct RFPs for claims management vendor support.
Maintain a working knowledge of Risk Management Information Systems (RMIS) and reporting.
Collaborate on business reviews and whitepapers for internal stakeholders.
ARM, CPCU, or similar designation.
Well organized, detail oriented, and able to adjust to changing priorities.
Computer skills, including Word, Excel, and PowerPoint.
Available for domestic and/or international travel.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",https://www.indeed.com/rc/clk?jk=568273bcf5be4a1f&fccid=fe2d21eef233e94a&vjs=3,United States,,,indeed.com,Amazon.com Services LLC,,,
Senior Product and Customer Insights Manager,2021-05-25T21:06:11.193894,"Washington, DC","· Japanese language skills (reading, writing, speaking) at the Japanese-Language Proficiency Test (JLPT) Level N2 equivalent or above
Are you Customer obsessed and eager to propose opportunities and influence business decisions to improve the Consumer and Seller experience across our different Amazon businesses? Amazon is looking for an experienced, talented and highly motivated individual to joinour Customer Experience Strategy team to support the Japan and worldwide businesses.

As a Senior Product and Customer Insights Manager, you will own and contribute to studies that measure Amazon's end-to-end experience. You will drive studies across multiple product lines (e.g., media, consumer electronics, apparel), geographies and departments (Retail, Marketplace, Digital), partnering with senior business leaders in developing studies and following-up on actionable findings. The role will allow you to make a real impact for our customers from Day 1 and provide a dynamic, innovative and fast-paced environment to constantly build your skill set and address new challenges.

You will help Amazon continually raise the bar and help achieve our vision: to be Earth's Most Customer-Centric Company. If this role is right for you, you will be excited about the opportunity to be our Customers' advocate and influence their experience on Amazon!

Your responsibilities will include:
Manage ambiguity: understand complex business problems across business units, geographies and product lines to create hypotheses and translate this into analysis requirements and identify meaningful insights that help Amazon improve our customer experience
Study Management: lead large and complex studies, including scoping with business leaders, study design, data collection, data analysis, recommendations, and presenting results to senior management
Stakeholder management: Build strong relations with stakeholders to understand priorities, define the roadmap, and to collaborate on studies and actions to improve our customers' experience
Team: support hiring and on-boarding of new team members and contribute to our high-performing culture

The right candidate will:
Have a passion for continuously improving customer experience
Have experience influencing and earning the trust of senior stakeholders and moving business teams to take action
Have significant creativity and excellent business judgment
Have a strong sense of urgency and commitment
Be a self-starter and an independent thinker who follow-ups on responsibilities in a timely manner while also being a strong team player
Be a problem solver who always thinks about what to do next
Have excellent analytical capability

Possess flexibility and have a track record of delivering results in a fast-paced, highly ambiguous work environment

Working Location
The employee can work from anywhere in the US with the opportunity to relocate to Tokyo, Japan.

Robust quantitative and qualitative analytical skills, excellent attention to detail, and good business acumen
Strong communicator with experience in facilitation across all levels; skilled at addressing both large and small audiences across multiple leadership levels and functions
Strong oral English and Japanese language communication skills, including experience discussing and reviewing results with senior management
Excellent English writing skills, able to produce and finalize complex documents
Experience in an international work environment in areas such as management consulting, internet, technology, retail, consumer goods or research firms
Advanced degree (e.g., MBA) preferred

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",https://www.indeed.com/rc/clk?jk=eb3965872be3e138&fccid=fe2d21eef233e94a&vjs=3,United States,District Of Columbia,Washington,indeed.com,Amazon.com Services LLC,,,
RME Robotics Technical Trainer,2021-04-17T08:25:26,Remote,"1+ year of experience working with computers and Microsoft Office (Outlook, Word, Excel)
Work a flexible schedule/shift/work area, including weekends, nights, and/or holidays
High school or equivalent diploma
This position requires up to 80% Travel. When not traveling, the location is virtual and can be located in any state in the United States.

Reliability, Maintenance, and Engineering (RME) is hiring for Robotics Technical Trainer to join the RME Technical Learning Team! At Amazon we believe that Every Day is still Day One! We’re working to be the most customer-centric company on earth. To get there, we need exceptionally talented, bright and driven people.

We continue to develop technical courses, skills-based training, practical exercises and assessments for our Maintenance teams who maintain equipment within our Fulfillment, Transportation, and Global Specialty Operations (GSO) centers. We have adopted a blended approach by mixing both instructor-led, web-based and skills-based (practical hands-on) methods of delivery.

Key Responsibilities:
Travel to sites to deliver technical training on Robotics equipment and assets
Develop and maintain technical training content and deliverables
Administer Learning management system (LMS) tasks such as schedule sessions, register participants and instructor resources
Provide content and class feedback to learning strategy team to drive improvements
Mentor technicians by motivating, providing guidance and directions to help them achieve their goals
Provide enriched feedback to enhance individual performance
Preferred Qualifications:
Experience in at least one of the following areas:
o Amazon Robotics Equipment maintenance experience
o Automated conveyors systems and controls
o Preventative maintenance procedures
o Industrial Electrical
o Industrial Controls
1+ year of experience in a training role, preferably technical training
Experience with developing training documentation (lesson plans, procedures, reports, etc.
2+ years demonstrated Adult Learning and Curriculum Design/Improvement experience
3+ years of experience with Amazon Robotics
1+ year as an Amazon Robotics trainer
ARU Maintenance Certifications such as Essentials, Advanced
Degree from a vocational school or college with a focus in the Mechanical or Electrical field or 4+ years of apprenticeship experience in the Mechanical or Electrical field
Experience communicating effectively (written and verbally) with peers, management, contractors and vendors
Experience managing external and internal relationships to develop and present training plans for other service technicians
Ability to dive deep into the technical aspects of a topic and understand it themselves, and then translate that understanding into high quality training content and programs for other technical audiences
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, visit https://www.amazon.jobs/en/disability/us .
Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.
Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.
The pay range for this position in Colorado is $28.32-$39.66 per hour; however, base pay offered may vary depending on job-related knowledge, skills, and experience. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Colorado Equal Pay Act. Base pay information is based on market location. Applicants should apply via Amazon's internal or external careers site.

.",https://www.indeed.com/rc/clk?jk=4507280df62c01d7&fccid=fe2d21eef233e94a&vjs=3,United States,,,indeed.com,Amazon.com Services LLC,58240.0,81120.0,69680.0
